소분류,바코드,제품명,제조사,유통기한,소비기한-유통기한
육류,8809343350795,소들녘이동갈비,(주)고향미트,15,180.0
육류,8809605900195,미트타임 삶은돼지머리 냉동,농업회사법인 좋은사람 주식회사,360,180.0
육류,8809682940169,빼돌린뒷고기간장주물럭,페이비,360,180.0
육류,8809248071535,상건 와인숙성 닭볶음탕,(주)대신푸드글로벌,15,180.0
치즈,8801115631354,나100％ 자연숙성치즈 마일드 체다,서울우유협동조합 안산공장,360,70.0
햄,8809592470091,훈제 닭가슴살,농업회사법인 (주)농신에프디,360,7.0
육류,8809142208426,굽닭닭날개,(주)올품,10,180.0
어묵,8803404001428,오죽(진공살균),(주)효성어묵,50,3.0
햄,8809228801435,훈제오리,주식회사 선농생활,45,7.0
육류,8809586060000,오돌뼈,오돌뼈의 진리,365,180.0
치즈,8809027820293,네츄럴(C01),델리치푸드(주),90,70.0
김치,8809294050157,맛김치,들빛식품,730,180.0
육류,8809521180046,다솔직화구이 오돌갈비(맛있게매운맛),다솔푸드,360,180.0
육류,8803103001323,닭똥집튀김,주식회사 상도푸드 농업회사법인,360,180.0
김치,8802716000068,나박물김치,영주식품,60,180.0
육류,8809601190033,춘천식닭갈비,(주)더엘미트,10,180.0
육류,8809366356385,돼지막창,(주)달구지푸드,360,180.0
김치,8801024948352,나박김치,대상(주)횡성공장,30,180.0
햄,8809409701172,닭가슴살,농업회사법인 하담푸드(주),360,7.0
치즈,8801115615057,CHOICE L MOZZARELLA PIZZA CHEESE 담백하고 고소한 모짜렐라 피자치즈,서울우유거창공장,90,70.0
육류,8809708190011,정안정 매운소갈비찜,정푸드,15,180.0
육류,8809696560254,즉석 램숄더랙 오리지날 찹스테이크 뉴골드,(주)한용에프에스,360,180.0
육류,8809635960015,수제품 한방족편,하은식품,120,180.0
육류,8809198550135,옛날眞(진)편육,(주)금수명가,44,180.0
베이컨,8801123510559,의성마늘 담백한 베이컨,롯데제과(주) 김천공장,25,0.0
치즈,8801104672528,빙그레 모짜렐라 피자치즈,(주)킹스코,90,70.0
육류,8809207840431,간편 한끼 돼지 짜글이,농업회사법인(주)해드림푸드,10,180.0
육류,8809618780135,양꼬치,구칠식품,360,180.0
어묵,8801066056107,오케이쿡 쫄깃한 사각,(주)사조대림,13,3.0
육류,8809360450614,흰여울 한돈 매콤 목살주물럭,흰여울푸드(주),20,180.0
햄,8809409701110,어니언훈제닭가슴살,농업회사법인 하담푸드(주),360,7.0
우유,8801526132174,축협우유,부산경남우유협동조합,16,45.0
육류,8809706240213,소염통,재부푸드시스템,360,180.0
육류,8809269770219,돼지고추장불고기,푸드스토아,15,180.0
김치,8801007812397,비비고 깍두기,한국농협김치조합공동사업법인 파주지사,30,180.0
우유,8801207991137,파스퇴르우유 후레쉬,롯데제과(주)파스퇴르공장,13,45.0
육류,8809683450056,돈소창(냉장),주원푸드(주),30,180.0
어묵,8809265021629,해운대 매콤 어전,(주)늘푸른바다,720,3.0
묵,8809186382038,친정엄마 도토리 묵사발(소고기맛),농업회사법인 한생 주식회사 종천공장,40,0.0
육류,8809599500081,짱구매운양념닭발,(주)정축산,360,180.0
어묵,8801066107120,새참바골드,(주)사조오양양산공장,35,3.0
육류,8809421030182,고추장 불고기,오케이에프앤디,360,180.0
육류,8809595640033,복자돼지껍데기,하나로축산식품,360,180.0
햄,8809620210019,시원토마토 오리바베큐,농업회사법인 시원에프엔에프 주식회사,260,7.0
육류,8804316000271,골든치킨 봉,(주)체리푸드,360,180.0
김치,8809294050171,나박김치,들빛식품,60,180.0
어묵,8801242643923,삼호부산어묵부추,씨제이 씨푸드 주식회사,17,3.0
햄,8809592830154,모아 흑마늘 황금덕 400g,모아푸드 주식회사,45,7.0
소시지,8809228683505,떡갈비맛 소시지,(주)이목원,30,7.0
김치,8809665557889,아삭김치 토굴묵은지,(주)아워홈,1095,180.0
어묵,8801007553238,삼호어묵 모둠어묵탕,씨제이 씨푸드 주식회사,17,3.0
우유,8801844180253,순한 목장 첫 우유,학교법인건국대학교건국유업.건국햄,18,45.0
어묵,8801047511014,리얼랍스터 랍스터맛,(주)동원F＆B,37,3.0
우유,8801069174839,남양 맛있는 우유 GT,남양유업(주) 나주공장,16,45.0
육류,8809693830206,미네랄포크 감귤 소스 저지방 돈불고기,푸드올 주식회사,360,180.0
소시지,8809228683536,IMOK모둠소시지,(주)이목원,30,7.0
육류,8809990030521,석쇠불고기 순한맛,매코미 F&C,365,180.0
어묵,8803122001212,야채어묵,(주)늘푸른바다,60,3.0
육류,8809388180210,순삭편육,농업회사법인 유한회사 뽕의도리,45,180.0
육류,8809630760047,소대창,(주)로이스푸드시스템,360,180.0
소시지,8809013407415,치킨에 반한 치즈 코코넛,에쓰푸드(주),60,7.0
어묵,8809265021865,구운베이컨어묵,(주)늘푸른바다,60,3.0
육류,8809589850042,고추장불고기,다온푸드,14,180.0
육류,8809252520647,언양식소불고기,(주)청담원,10,180.0
햄,8809500060086,흑마늘무뼈족발,농업회사법인 자연과농부(주),60,7.0
육류,8809269770646,양념돼지참맛구이,푸드스토아,15,180.0
햄,8803006000621,허브 인 닭가슴살,농업회사법인 주식회사 수지스링크,40,7.0
두부,8801024945917,고소하고 담백한 국산콩 두부두모,주)신미씨앤에프(차암),20,90.0
김치,8803224100721,마이산포기김치,한국농협김치조합공동사업법인 전북지사,7,180.0
육류,8809607720180,모둠간장양념육,강원양돈축산업협동조합,15,180.0
육류,8801492377814,하림 핵불닭발,주식회사 하림 제2공장,270,180.0
소시지,8809629908498,킬바사,에쓰푸드(주),60,7.0
육류,8809337220479,오븐에 꾸운 서라벌돼지막창,(주)서라벌푸드,360,180.0
어묵,8809541570889,수제비어묵(냉동),(주)둥지식품,360,3.0
육류,8809366355180,불막창,(주)달구지푸드,360,180.0
육류,8809607090160,더조은 닭갈비(냉동),주식회사 더조은 믿음식품,360,180.0
우유,8809687620219,milk on milk(밀크 온 밀크),행복드림영농조합법인,14,45.0
육류,8809683530017,임성근의 수성심 매운연탄불고기,원더팩토리,365,180.0
우유,8801115118138,서울우유 저지방 나 100％,서울우유협동조합 용인공장,12,45.0
어묵,8801242637069,삼호부산어묵사각,씨제이 씨푸드 주식회사,13,3.0
햄,8801961015926,오븐구이 닭다리(매콤한맛),농업회사법인 (주)사조원 나주공장,40,7.0
어묵,8809012475064,둥근긴어묵,(주)자연이준식품,15,3.0
육류,8809697410145,도도한 석쇠불고기,태민푸드,360,180.0
육류,8809566730107,참숯으로 구운 직화 불곱창,농업회사법인 씨앤엠(주),365,180.0
소시지,8801007813530,한입쏙비엔나,(주)소디프비앤에프,30,7.0
육류,8809333830146,노나먹계 양념무뼈닭발,영농조합법인 제주동원,360,180.0
육류,8809697410015,철판데리야끼삼겹구이,태민푸드,360,180.0
육류,8809481130358,어무이닭갈비(냉동),(주)푸드이노베이션(지점),180,180.0
김치,8809786320010,묵은지,주)이씨네식품,1095,180.0
육류,8809343350504,뚝딱 매콤 돼지껍데기,(주)고향미트,15,180.0
햄,8809037249572,훈제치킨모듬세트,한양제너럴푸드,60,7.0
육류,8809601360450,자갈치식관자품은불고기,(주)초심푸드,360,180.0
어묵,8809614930091,곰살바 매운맛,곰살어묵,360,3.0
두부,8809192250963,콩세알 국산콩 연두부,농업회사법인(주)콩세알,14,90.0
어묵,8809585200377,모듬,(주)우리원식품,10,3.0
육류,8809366356064,불막창,(주)달구지푸드,360,180.0
육류,8809734420007,양념한우불고기(냉장),주식회사 오미장,15,180.0
육류,8809520950121,고추장 삼겹살,농업회사법인 킹스테이블(주),180,180.0
소시지,8809013402168,그릴부어스트,에쓰푸드(주),60,7.0
육류,8809665310453,아스파라거스말이,(주)비젼식품,365,180.0
김치,8809467260208,소양강맑은맛김치,윤서식품,180,180.0
육류,8809605900096,삶은 돼지머리,농업회사법인 좋은사람주식회사,20,180.0
육류,8809269770035,언양식소불고기,푸드스토아,15,180.0
육류,8809670320003,선우조각머리,(주)광주식품 농업회사법인,30,180.0
김치,8809687370084,무명상회 갓김치,농업회사법인 (유) 일품김치,90,180.0
육류,8809589780257,양념돼지갈비,(주)농부,360,180.0
베이컨,8809228683413,배나무골삼겹바비큐,(주)이목원,45,0.0
육류,8809354983272,돈마호크 스테이크,(주)한국축산,360,180.0
김치,8801007838533,한입 썰은배추김치,씨제이제일제당(주)진천 BLOSSOM CAMPUS 4동,40,180.0
치즈,8809027820996,네츄럴(I00),델리치푸드(주),90,70.0
두부,8801007112497,단단한 부침두부,(주)에스앤푸드,15,90.0
어묵,8809610130051,꼬지어묵,(주)보람식품,720,3.0
어묵,8803404001336,眞 든든 모둠,(주)효성어묵,720,3.0
어묵,8801114138984,우고당사각어묵,(주)풀무원기분,15,3.0
김치,8801024193431,옛맛국산무말랭이,대상(주)거창공장,60,180.0
김치,8809574676015,묵은지,(주)아워홈,1095,180.0
육류,8809548280514,시골초벌막창,씨지에프(주),360,180.0
치즈,8809316150216,까몽FGD100,(주)본델,90,70.0
치즈,8801155748289,슈레드 모짜렐라 치즈,(주)동원에프앤비 강진공장,90,70.0
김치,8809414460576,꽃순이(특)김치,평창꽃순이,365,180.0
육류,8809728850100,억수르 춘천 닭갈비,주식회사 삼화푸드,10,180.0
육류,8809600259038,바짝 오리 고추장불고기,(주)정다운 훈제공장,360,180.0
두부,8801114120347,국산콩두부 찌개용,풀무원식품(주),25,90.0
육류,8809206480195,안동식찜닭,(주)참푸드,12,180.0
햄,8809180490722,10무 더건강한블루베리오리훈제슬라이스,(주)덕스 농업회사법인,40,7.0
어묵,8803404003248,모두랑(냉동),(주)효성어묵,720,3.0
어묵,8801074255707,속살의美,한성식품,40,3.0
육류,8801045931043,오감포차 직화오돌뼈,하성에프앤비,360,180.0
두부,8809598820340,초록나무무농약콩두부,(주)참진정,15,90.0
어묵,8803122001007,부산어묵 사각,(주)늘푸른바다,720,3.0
육류,8809367290848,열탄불고기 한판 매콤한맛,농업회사법인 주식회사 다솔,360,180.0
김치,8809334526260,유기농어린이백김치,농업회사법인주식회사담채원,60,180.0
육류,8809251332821,바사삭치킨윙,(주)마니커에프앤지(F&G),360,180.0
김치,8809631920037,파김치,(주)도들샘,28,180.0
묵,8804327140010,산도토리건조묵,월산식품,365,0.0
김치,8801024943838,파김치,농업회사법인 주식회사 보감 남원지점,30,180.0
두부,8801114140864,국산콩두부 찌개용,풀무원식품(주),25,90.0
소시지,8801007841311,포크소시지,씨제이제일제당(주),41,7.0
두부,8809036800095,햇콩두부,점촌농협 식품가공사업소,20,90.0
김치,8809462040454,진경 깍두기(고급형),주식회사모산F/S,60,180.0
치즈,8807507000043,클래식치즈 코모도,주식회사 형원피앤씨,90,70.0
육류,8809248071429,상건 돼지고기 두루치기,(주)대신푸드글로벌,15,180.0
육류,8809627300331,코코스 한입 리얼 고추 닭가슴살,주식회사 코코푸드,360,180.0
육류,8809037249831,대감댁 머릿고기 수육,한양제너럴푸드,60,180.0
육류,430000422500,양념소불고기,롯데신선품질혁신센터,12,180.0
우유,8801207141174,내츄럴밀크 골드클래스,연세대학교 연세유업,15,45.0
김치,8801448303980,농협아름찬깻잎김치,한국농협김치조합공동사업법인충북지사,28,180.0
육류,8809693830275,한돈 양념 목살스테이크,푸드올 주식회사,360,180.0
소시지,8809610650320,애터미 꽉찬 소시지 포크,(주)친한 F&B,40,7.0
육류,8809337220165,숙성소막창,(주)서라벌푸드,360,180.0
어묵,8809585200353,미니오소,(주)우리원식품,360,3.0
김치,8801007535913,하선정 포기김치,한국농협김치조합공동사업법인 파주지사,30,180.0
육류,8809725000362,단짠 양념 불고기,(주)아이피씨,15,180.0
김치,8809294050027,들빛포기김치,들빛식품,730,180.0
김치,8809776970140,총각김치,명가식품,120,180.0
소시지,8801633203101,스마트후랑크,(주)소디프비앤에프,40,7.0
소시지,8809694500122,할랄벳치나 골드,주식회사 코리아바라카텁,90,7.0
소시지,8809650480550,후랭크 치즈 닭가슴살 소시지,농업회사법인 주식회사 홀썸네이처,360,7.0
우유,8801069410678,아인슈타인(멸균),남양유업 주식회사 천안공장,84,45.0
육류,8809613240016,조선양념돼지갈비,(주)조선돼지갈비,365,180.0
두부,8809047560285,콩&맷돌두부,(주)정남식품,20,90.0
햄,8809037240036,왕족발,한양제너럴푸드,60,7.0
우유,8801121759615,슬로우 밀크 SLOW MILK 저지방,매일유업(주)상하공장,15,45.0
육류,8809585510148,도담家한방족발,태영푸드,45,180.0
어묵,8801066053663,프리미엄 집게맛살,성진수산(주),360,3.0
육류,8809548280538,우아 통족발,씨지에프(주),360,180.0
어묵,8801047511656,더킹 크랩스 오리지널,(주)동원F＆B,37,3.0
육류,8809630200024,염가네 옛맛편육(매운맛),유한회사 아웃스탠딩에프앤비,40,180.0
육류,8809666410305,양념LA갈비,주식회사 아시안푸드스타,360,180.0
육류,8801492369048,숯불향 양념 닭갈비,(주)하림,360,180.0
두부,8809632400057,오로지진한콩즙두부,알찬식품,20,90.0
육류,8809537140188,오향족발,농업회사법인 주식회사 제이원푸드,60,180.0
육류,8809563420421,직화불곱창,농업회사법인(주)대광,360,180.0
육류,8809512550742,양념무뼈화천辛,농업회사법인 주식회사 화천,30,180.0
육류,8809645660462,와규 언양식 불고기,쉐프파트너(주),10,180.0
육류,8809602190001,제왕 미니족,명신식품,60,180.0
김치,8809657780080,나박물김치,농업회사법인주식회사해오름식품,90,180.0
두부,8809500400011,박父子손두부,영농조합법인 박부자네식품,15,90.0
두부,8801024945825,유기농손두부,(주)오빌식품,20,90.0
육류,8809594420711,제주돼지 갈비 바베큐,농업회사법인주식회사제주돈육수출센터,360,180.0
육류,8809778750115,수비드간장찜닭,주식회사 세원에프에스,30,180.0
어묵,8801793000664,소시지통말이,(주)환공식품,50,3.0
김치,8801024944330,한입 파김치,대상(주)거창공장,60,180.0
햄,8809524230243,오리훈제,(주)자연푸드,30,7.0
두부,8809031553453,국산촌두부,(주)맑은식품,18,90.0
육류,8809607090191,더조은 발효숙성 소불고기,주식회사 더조은 믿음식품,10,180.0
치즈,8803459007017,임실스트링치즈,임실치즈축산업협동조합,70,70.0
두부,8809632280208,김구원선생 국산콩으로 만든 연두부,성호,15,90.0
육류,8809455360682,샐러드용 닭가슴살,(주) 오성푸드,360,180.0
육류,8809535940513,대구진직화불닭갈비,농업회사법인 주식회사 제이원푸드,360,180.0
어묵,8809025431910,부산어묵,(주)부산해정식품,11,3.0
치즈,8809136851102,뿌려뿌려 치즈파티 체다&모짜렐라 치즈,(주)명세,90,70.0
햄,8809409701059,쿠스치킨 파워,농업회사법인 하담푸드(주),360,7.0
육류,8809724720186,막창가공,(유)호식식품,16,180.0
육류,8809142208389,굽닭,(주)올품,10,180.0
어묵,8803453000151,선우어묵 왕봉C,(주)새난,360,3.0
김치,8803224100837,마이산포기김치,한국농협김치조합공동사업법인 전북지사,7,180.0
